NNID;DATUM;OBA;NAME;AGS;ARS;RS;HOEHE;HOEHE_GER;EWZ;EWZ_GER;GEWK;GEMTEIL;VIRTUELL;GEMEINDE;VERWGEM;RECHTS;HOCH
DEBKGGND00004TTT;10.01.2018;AX_Wald;BÑrtschlag;;;;;;;;;Nein;Nein;;;631119.928303763;5413920.07603406
DEBKGGND00004TTU;10.01.2018;AX_Wald;Hîtzgen;;;;;;;;;Nein;Nein;;;588056.8434359884;5334078.488033834
DEBKGGND00004TTV;10.01.2018;AX_Wald;Gurlach;;;;;;;;;Nein;Nein;;;555599.9473409719;5267666.885348869
DEBKGGND00004TTW;10.01.2018;AX_Wald;Kugelholz;;;;;;;;;Nein;Nein;;;653236.6640643447;5387891.772029115
DEBKGGND00004TTX;10.01.2018;AX_Wald;Meerbusch;;;;;;;;;Nein;Nein;;;336419.6967544831;5681060.113860146
DEBKGGND00004TTY;10.01.2018;AX_Wald;Am Grie·;;;;;;;;;Nein;Nein;;;742824.1344592383;5524347.215828812
DEBKGGND00004TTZ;10.01.2018;AX_Wald;Obermannslache;;;;;;;;;Nein;Nein;;;495965.3278853642;5545528.053443019
DEBKGGND00004TU0;10.01.2018;AX_Wald;Stîchelholz;;;;;;;;;Nein;Nein;;;697957.5757089929;5377043.809360023
DEBKGGND00004TU1;10.01.2018;AX_Wald;Spitzwald;;;;;;;;;Nein;Nein;;;617397.2295083936;5318671.68886385
DEBKGGND00004TU2;10.01.2018;AX_Wald;Liberalswald;;;;;;;;;Nein;Nein;;;643307.3775598917;5298693.442300698
DEBKGGND00004TU3;10.01.2018;AX_Wald;Me·bÅsch;;;;;;;;;Nein;Nein;;;322081.5225804432;5525375.329709135
DEBKGGND00004TU4;10.01.2018;AX_Wald;Jabacher Wald;;;;;;;;;Nein;Nein;;;346980.21650982206;5473758.111588208
DEBKGGND00004TU5;10.01.2018;AX_Wald;Horstwald;;;;;;;;;Nein;Nein;;;333235.2057363788;5494337.411994655
DEBKGGND00004TU6;10.01.2018;AX_Wald;Auwiesen;;;;;;;;;Nein;Nein;;;479238.7834800624;5429256.079601135
DEBKGGND00004TU7;10.01.2018;AX_Wald;Allmendchen;;;;;;;;;Nein;Nein;;;364857.44666684384;5445581.888904178
DEBKGGND00004TU8;10.01.2018;AX_Wald;Gro·es Wernrod;;;;;;;;;Nein;Nein;;;652876.3990153596;5722434.149324705
DEBKGGND00004TU9;10.01.2018;AX_Wald;Wittlicher Stadtwald;;;;;;;;;Nein;Nein;;;349224.5137028729;5542764.182689791
DEBKGGND00004TUA;10.01.2018;AX_Wald;Bulach;;;;;;;;;Nein;Nein;;;663483.1668597443;5327165.360948179
DEBKGGND00004TUB;10.01.2018;AX_Wald;Stockilohe;;;;;;;;;Nein;Nein;;;665262.2242110425;5454291.9847539505
DEBKGGND00004TUC;10.01.2018;AX_Wald;Eckertshîlzer;;;;;;;;;Nein;Nein;;;606916.4859780776;5461188.1062523825
DEBKGGND00004TUD;10.01.2018;AX_Wald;FriedWald Schenkenzell;;;;;;;;;Nein;Nein;;;451707.3694905542;5358674.378426911
DEBKGGND00004TUE;10.01.2018;AX_Wald;Rottlof;;;;;;;;;Nein;Nein;;;625930.2034538339;5796867.8028708985
DEBKGGND00004TUF;10.01.2018;AX_Wald;Breinsdorfer Wald;;;;;;;;;Nein;Nein;;;313298.5026702095;5492204.710808518
DEBKGGND00004TUG;10.01.2018;AX_Wald;Gartzer Schrey;;;;;;;;;Nein;Nein;;;861157.900629322;5912212.161112587
DEBKGGND00004TUH;10.01.2018;AX_Wald;Gro·e Filzteile;;;;;;;;;Nein;Nein;;;739879.1876014267;5305067.696253514
DEBKGGND00004TUI;10.01.2018;AX_Wald;Fiskalholz;;;;;;;;;Nein;Nein;;;627177.391592918;5516750.648311499
DEBKGGND00004TUJ;10.01.2018;AX_Wald;Hundswiesen;;;;;;;;;Nein;Nein;;;699862.647110906;5493931.928881721
DEBKGGND00004TUK;10.01.2018;AX_Wald;BÑrenmoos;;;;;;;;;Nein;Nein;;;613445.0057337626;5282846.468451722
DEBKGGND00004TUL;10.01.2018;AX_Wald;Das Moor;;;;;;;;;Nein;Nein;;;553084.2329045064;5862639.81682767
DEBKGGND00004TUM;10.01.2018;AX_Wald;BalkenstÅcke;;;;;;;;;Nein;Nein;;;643945.4422180885;5842793.476660156
DEBKGGND00004TUN;10.01.2018;AX_Wald;Kirkeler Wald;;;;;;;;;Nein;Nein;;;373129.83452459425;5460578.683702556
DEBKGGND00004TUO;10.01.2018;AX_Wald;Bachemer Kammerforst;;;;;;;;;Nein;Nein;;;332800.58920378477;5484748.253062281
DEBKGGND00004TUP;10.01.2018;AX_Wald;Weizert;;;;;;;;;Nein;Nein;;;360592.1728847077;5570054.605882995
DEBKGGND00004TUQ;10.01.2018;AX_Wald;Neugersdorfer Stadtwald;;;;;;;;;Nein;Nein;;;893535.9326154953;5660390.809145409
DEBKGGND00004TUR;10.01.2018;AX_Wald;FuchsbÅchel;;;;;;;;;Nein;Nein;;;558160.8328172646;5274726.398725363
DEBKGGND00004TUS;10.01.2018;AX_Wald;Knîdelholz;;;;;;;;;Nein;Nein;;;705314.102312409;5489514.725443133
DEBKGGND00004TUT;10.01.2018;AX_Wald;Trattelholz;;;;;;;;;Nein;Nein;;;839157.1045134156;5416216.9443085855
DEBKGGND00004TUU;10.01.2018;AX_Wald;Ferchenbrand;;;;;;;;;Nein;Nein;;;753697.1948640763;5483444.467145965
DEBKGGND00004TUV;10.01.2018;AX_Wald;Oberes Meisenhîlzle;;;;;;;;;Nein;Nein;;;506707.45319066476;5438480.420175452
DEBKGGND00004TUW;10.01.2018;AX_Wald;Billig;;;;;;;;;Nein;Nein;;;312250.6953535802;5483672.462369808
DEBKGGND00004TUX;10.01.2018;AX_Wald;Erletholz;;;;;;;;;Nein;Nein;;;766810.9639516473;5437593.515471128
DEBKGGND00004TUY;10.01.2018;AX_Wald;Hohe Lieth;;;;;;;;;Nein;Nein;;;448844.8341594729;5867840.508367489
DEBKGGND00004TUZ;10.01.2018;AX_Wald;Schachen;;;;;;;;;Nein;Nein;;;565303.2054081012;5269913.474837591
DEBKGGND00004TV0;10.01.2018;AX_Wald;Brîsaer Holz;;;;;;;;;Nein;Nein;;;743663.5571668377;5726587.771654055
DEBKGGND00004TV1;10.01.2018;AX_Wald;Steinriesel;;;;;;;;;Nein;Nein;;;732642.3767806024;5348298.043507181
DEBKGGND00004TV2;10.01.2018;AX_Wald;Pfeifholz;;;;;;;;;Nein;Nein;;;814058.8597226812;5702826.990498983
DEBKGGND00004TV3;10.01.2018;AX_Wald;Wald Hildebrandshagen;;;;;;;;;Nein;Nein;;;805757.1985696917;5930058.850430017
DEBKGGND00004TV4;10.01.2018;AX_Wald;Der Hagen;;;;;;;;;Nein;Nein;;;615696.7503987805;5710365.226231684
DEBKGGND00004TV5;10.01.2018;AX_Wald;Ossau;;;;;;;;;Nein;Nein;;;667894.2553249627;5635536.091102858
DEBKGGND00004TV6;10.01.2018;AX_Wald;Brunnsteigerloh;;;;;;;;;Nein;Nein;;;720544.5958210025;5562846.268231055
DEBKGGND00004TV7;10.01.2018;AX_Wald;Weidchen;;;;;;;;;Nein;Nein;;;408828.3662952619;5618575.536896458
DEBKGGND00004TV8;10.01.2018;AX_Wald;Floret;;;;;;;;;Nein;Nein;;;439657.5180579426;5426284.503482762
DEBKGGND00004TV9;10.01.2018;AX_Wald;FriedWald Weilrod;;;;;;;;;Nein;Nein;;;459420.70196349407;5573738.7459283015
DEBKGGND00004TVA;10.01.2018;AX_Wald;Staatsforst Westrich;;;;;;;;;Nein;Nein;;;384446.2201309762;5462550.541165395
DEBKGGND00004TVB;10.01.2018;AX_Wald;Wettberger Holz;;;;;;;;;Nein;Nein;;;547293.8275283079;5797007.063812632
DEBKGGND00004TVC;10.01.2018;AX_Wald;Stixenbrunnen;;;;;;;;;Nein;Nein;;;607361.5955051704;5427307.5119004
DEBKGGND00004TVD;10.01.2018;AX_Wald;Wildbuch;;;;;;;;;Nein;Nein;;;576668.5194421231;5325164.461899749
DEBKGGND00004TVE;11.11.2019;AX_Wald;Wasenmoos;;;;;;;;;Nein;Nein;;;616705.7599119097;5287741.738888378
DEBKGGND00004TVF;10.01.2018;AX_Wald;Hechlerwald;;;;;;;;;Nein;Nein;;;498670.42441840214;5305098.812170278
DEBKGGND00004TVG;10.01.2018;AX_Wald;Bruckbachholz;;;;;;;;;Nein;Nein;;;779684.4026667469;5382259.79723969
DEBKGGND00004TVH;10.01.2018;AX_Wald;Erlholz;;;;;;;;;Nein;Nein;;;743772.1569875808;5531081.444123477
DEBKGGND00004TVI;10.01.2018;AX_Wald;Kreutholz;;;;;;;;;Nein;Nein;;;683988.8406557934;5364133.886537564
DEBKGGND00004TVJ;10.01.2018;AX_Wald;RÑdigker Wald;;;;;;;;;Nein;Nein;;;747375.7834500356;5771760.925868926
DEBKGGND00004TVK;10.01.2018;AX_Wald;Im Steigl;;;;;;;;;Nein;Nein;;;607767.6926785908;5405985.115894729
DEBKGGND00004TVL;10.01.2018;AX_Wald;Staatsforst Altenkirchen;;;;;;;;;Nein;Nein;;;419404.41640952096;5620198.211056398
DEBKGGND00004TVM;10.01.2018;AX_Wald;Auf der Kippe;;;;;;;;;Nein;Nein;;;596150.8388774339;5775784.241335478
DEBKGGND00004TVN;10.01.2018;AX_Wald;BÅtchert;;;;;;;;;Nein;Nein;;;355828.1073558992;5558751.238453783
DEBKGGND00004TVO;10.01.2018;AX_Wald;Weidmoos;;;;;;;;;Nein;Nein;;;742551.8447711996;5313637.376599596
DEBKGGND00004TVP;10.01.2018;AX_Wald;Kleine Scheibe;;;;;;;;;Nein;Nein;;;768302.7939671603;5698508.690898307
DEBKGGND00004TVQ;10.01.2018;AX_Wald;Schanzholz;;;;;;;;;Nein;Nein;;;717132.021882246;5346841.9169159485
DEBKGGND00004TVR;10.01.2018;AX_Wald;Fahrwald;;;;;;;;;Nein;Nein;;;345427.91035548947;5477031.972540443
DEBKGGND00004TVS;10.01.2018;AX_Wald;HÑmelei;;;;;;;;;Nein;Nein;;;587569.188987415;5711216.190328159
DEBKGGND00004TVT;10.01.2018;AX_Wald;Schellenholz;;;;;;;;;Nein;Nein;;;617444.1326395575;5456861.941852668
DEBKGGND00004TVU;10.01.2018;AX_Wald;Boo·ener Gehege;;;;;;;;;Nein;Nein;;;869950.3316324488;5814299.158374003
DEBKGGND00004TVV;10.01.2018;AX_Wald;Scheuerwald;;;;;;;;;Nein;Nein;;;388904.25372203114;5451362.9214587435
DEBKGGND00004TVW;10.01.2018;AX_Wald;Singhofener Wald;;;;;;;;;Nein;Nein;;;414696.79647247866;5569382.774332823
DEBKGGND00004TVX;10.01.2018;AX_Wald;Heckenwald;;;;;;;;;Nein;Nein;;;588516.7433235128;5632999.216687124
DEBKGGND00004TVY;10.01.2018;AX_Wald;Kastlholz;;;;;;;;;Nein;Nein;;;660855.3696616425;5378698.927411035
DEBKGGND00004TVZ;10.01.2018;AX_Wald;Gehrener Heide;;;;;;;;;Nein;Nein;;;820148.5557814166;5747993.14672057
DEBKGGND00004TW0;10.01.2018;AX_Wald;Steinheimer Holz;;;;;;;;;Nein;Nein;;;508628.74529364356;5748936.489086672
DEBKGGND00004TW1;10.01.2018;AX_Wald;Immenthal;;;;;;;;;Nein;Nein;;;608449.9953978998;5427375.057226833
DEBKGGND00004TW2;10.01.2018;AX_Wald;Tobelwald;;;;;;;;;Nein;Nein;;;763359.6397941146;5334477.2885933835
DEBKGGND00004TW3;10.01.2018;AX_Wald;Diedersdorfer Heide;;;;;;;;;Nein;Nein;;;859103.8269245044;5831440.719130205
DEBKGGND00004TW4;10.01.2018;AX_Wald;Doberau;;;;;;;;;Nein;Nein;;;682270.918710768;5651214.779776678
DEBKGGND00004TW5;10.01.2018;AX_Wald;Winkelholz;;;;;;;;;Nein;Nein;;;603261.0348861341;5278110.006480123
DEBKGGND00004TW6;10.01.2018;AX_Wald;Allmannshauser Filz;;;;;;;;;Nein;Nein;;;676373.6702937998;5311861.498794256
DEBKGGND00004TW7;10.01.2018;AX_Wald;Schwalbenholz;;;;;;;;;Nein;Nein;;;746328.2962068643;5370996.08269201
DEBKGGND00004TW8;10.01.2018;AX_Wald;Wahlsdorfer Bauernheide;;;;;;;;;Nein;Nein;;;795850.887530091;5764061.593703274
DEBKGGND00004TW9;10.01.2018;AX_Wald;Erlbrand;;;;;;;;;Nein;Nein;;;729901.1807358246;5546935.850684005
DEBKGGND00004TWB;10.01.2018;AX_Wald;Feilenforst;;;;;;;;;Nein;Nein;;;687762.5176278746;5392938.664382501
DEBKGGND00004TWC;10.01.2018;AX_Wald;HahnbÅsch;;;;;;;;;Nein;Nein;;;357870.84605137585;5450818.173035227
DEBKGGND00004TWD;10.01.2018;AX_Wald;Hîllwald;;;;;;;;;Nein;Nein;;;576489.556608382;5314096.986870399
DEBKGGND00004TWE;10.01.2018;AX_Wald;Wasserghau;;;;;;;;;Nein;Nein;;;555597.215390584;5334263.319627585
DEBKGGND00004TWF;10.01.2018;AX_Wald;Kaltenbrunnenholz;;;;;;;;;Nein;Nein;;;675009.2163782825;5354474.73575042
DEBKGGND00004TWG;10.01.2018;AX_Wald;Dornschlag;;;;;;;;;Nein;Nein;;;624764.1647432701;5585230.153959026
DEBKGGND00004TWH;10.01.2018;AX_Wald;Abenser Holz;;;;;;;;;Nein;Nein;;;697025.8399479543;5379758.441788895
DEBKGGND00004TWI;10.01.2018;AX_Wald;Rîblitzholz;;;;;;;;;Nein;Nein;;;691577.1209502281;5660492.158104778
DEBKGGND00004TWJ;10.01.2018;AX_Wald;Hainroder Holz;;;;;;;;;Nein;Nein;;;616914.8726061711;5695535.280220606
DEBKGGND00004TWK;10.01.2018;AX_Wald;Stra·doblholz;;;;;;;;;Nein;Nein;;;788309.519881926;5378688.247231113
DEBKGGND00004TWL;10.01.2018;AX_Wald;Stettholz;;;;;;;;;Nein;Nein;;;564773.4710313673;5450222.308665472
DEBKGGND00004TWM;10.01.2018;AX_Wald;Marzahner Heide;;;;;;;;;Nein;Nein;;;740407.7705790204;5825614.065320686
DEBKGGND00004TWN;10.01.2018;AX_Wald;Obere Lerch;;;;;;;;;Nein;Nein;;;644935.7423058178;5448197.253919021
DEBKGGND00004TWO;10.01.2018;AX_Wald;Gro·es Suderholz;;;;;;;;;Nein;Nein;;;642214.3008293951;5722012.299815828
DEBKGGND00004TWP;10.01.2018;AX_Wald;Geheckanger;;;;;;;;;Nein;Nein;;;688538.2464286234;5559960.720889167
DEBKGGND00004TWQ;10.01.2018;AX_Wald;Heegstall;;;;;;;;;Nein;Nein;;;620720.3539032901;5470307.748626036
DEBKGGND00004TWR;17.04.2020;AX_Wald;Hotzen;;;;;;;;;Nein;Nein;;;634512.7236144443;5461416.238759613
DEBKGGND00004TWS;10.01.2018;AX_Wald;Ettringer Wald;;;;;;;;;Nein;Nein;;;369241.1609755143;5580355.966452222
DEBKGGND00004TWT;10.01.2018;AX_Wald;Hîrlein;;;;;;;;;Nein;Nein;;;620930.6703919569;5486964.457163435
DEBKGGND00004TWU;10.01.2018;AX_Wald;Am Herlesbach;;;;;;;;;Nein;Nein;;;729683.6055969406;5499042.845554062
DEBKGGND00004TWV;10.01.2018;AX_Wald;Taschenwald;;;;;;;;;Nein;Nein;;;507097.5714602545;5446442.511337377
DEBKGGND00004TWW;10.01.2018;AX_Wald;DÅrrer Rain;;;;;;;;;Nein;Nein;;;566425.9438186891;5287437.287680564
DEBKGGND00004TWX;10.01.2018;AX_Wald;Habachholz;;;;;;;;;Nein;Nein;;;792091.6814407348;5386481.827053172
DEBKGGND00004TWY;10.01.2018;AX_Wald;Pagenholz;;;;;;;;;Nein;Nein;;;464559.9710118284;5714100.306134561
DEBKGGND00004TWZ;10.01.2018;AX_Wald;Dachholz;;;;;;;;;Nein;Nein;;;594817.3617892617;5256463.053514187
DEBKGGND00004TX0;10.01.2018;AX_Wald;Oschholz;;;;;;;;;Nein;Nein;;;732968.6173442395;5499011.867434544
DEBKGGND00004TX1;10.01.2018;AX_Wald;Melmholz;;;;;;;;;Nein;Nein;;;665428.3004585865;5628734.394877657
DEBKGGND00004TX2;10.01.2018;AX_Wald;Haberslehla;;;;;;;;;Nein;Nein;;;680874.3932586659;5464963.990316508
DEBKGGND00004TX3;10.01.2018;AX_Wald;Oberscherpfer;;;;;;;;;Nein;Nein;;;450249.4673155229;5436452.668778971
DEBKGGND00004TX4;10.01.2018;AX_Wald;Steinau;;;;;;;;;Nein;Nein;;;748955.8623947813;5340142.216233655
DEBKGGND00004TX5;10.01.2018;AX_Wald;Schereis;;;;;;;;;Nein;Nein;;;623643.270092915;5440710.909930291
DEBKGGND00004TX6;10.01.2018;AX_Wald;Roter Baum;;;;;;;;;Nein;Nein;;;419356.59190014796;5505956.286426439
DEBKGGND00004TX7;10.01.2018;AX_Wald;Heuleite;;;;;;;;;Nein;Nein;;;675253.1283060326;5517949.722815766
DEBKGGND00004TX8;10.01.2018;AX_Wald;Espholz;;;;;;;;;Nein;Nein;;;663108.3038575065;5722265.819386384
DEBKGGND00004TX9;10.01.2018;AX_Wald;Rodeholz;;;;;;;;;Nein;Nein;;;606516.4339913351;5692516.761896284
DEBKGGND00004TXA;10.01.2018;AX_Wald;Sandkampshorst;;;;;;;;;Nein;Nein;;;610258.9210117562;6004457.380362038
DEBKGGND00004TXB;10.01.2018;AX_Wald;Barons Busch;;;;;;;;;Nein;Nein;;;596737.4348453414;5802632.088200457
DEBKGGND00004TXC;10.01.2018;AX_Wald;Reichertshauser Holz;;;;;;;;;Nein;Nein;;;687846.1236281954;5369951.141297096
DEBKGGND00004TXD;10.01.2018;AX_Wald;Hîlzel;;;;;;;;;Nein;Nein;;;762120.3965270107;5400247.502176406
DEBKGGND00004TXE;10.01.2018;AX_Wald;Kirchsteig;;;;;;;;;Nein;Nein;;;700252.9624656348;5371935.366095436
DEBKGGND00004TXF;17.04.2020;AX_Wald;Cronheimer Wald;;;;;;;;;Nein;Nein;;;621333.8419778481;5441203.996794433
DEBKGGND00004TXH;10.01.2018;AX_Wald;Hollenbacher Holz;;;;;;;;;Nein;Nein;;;595811.6713517538;5676149.401635366
DEBKGGND00004TXI;10.01.2018;AX_Wald;Thanheimer Wald;;;;;;;;;Nein;Nein;;;496627.4160097778;5348619.388915346
DEBKGGND00004TXJ;10.01.2018;AX_Wald;Gro·e Haide;;;;;;;;;Nein;Nein;;;574496.7335485663;5630286.126889319
DEBKGGND00004TXK;10.01.2018;AX_Wald;Zwieselholz;;;;;;;;;Nein;Nein;;;839112.0905201731;5406612.025043642
DEBKGGND00004TXL;10.01.2018;AX_Wald;Baruther Heide;;;;;;;;;Nein;Nein;;;893801.9461590624;5701712.135826372
DEBKGGND00004TXM;10.01.2018;AX_Wald;Hainsbergwald;;;;;;;;;Nein;Nein;;;691193.9540831444;5482189.968130098
DEBKGGND00004TXN;10.01.2018;AX_Wald;Erlsbachwald;;;;;;;;;Nein;Nein;;;617334.857417019;5425575.111568935
DEBKGGND00004TXO;10.01.2018;AX_Wald;Farrenwald;;;;;;;;;Nein;Nein;;;372692.7489863727;5451945.50486497
DEBKGGND00004TXP;11.11.2019;AX_Wald;Auwald;;;;;;;;;Nein;Nein;;;619659.3184480888;5428048.69195819
DEBKGGND00004TXQ;10.01.2018;AX_Wald;Hagholz;;;;;;;;;Nein;Nein;;;641797.5767667799;5796460.579134753
DEBKGGND00004TXR;10.01.2018;AX_Wald;Schwarzenreutholz;;;;;;;;;Nein;Nein;;;550291.3285893754;5508161.102669766
DEBKGGND00004TXS;10.01.2018;AX_Wald;Zschochersche Winkel;;;;;;;;;Nein;Nein;;;732035.7192374744;5686850.154346088
DEBKGGND00004TXT;10.01.2018;AX_Wald;In Gro·en Holze;;;;;;;;;Nein;Nein;;;466225.7093940623;5768853.766184434
DEBKGGND00004TXU;10.01.2018;AX_Wald;Gro·e Birke;;;;;;;;;Nein;Nein;;;661387.8495369726;5283368.793569426
DEBKGGND00004TXV;10.01.2018;AX_Wald;Klauswald;;;;;;;;;Nein;Nein;;;405661.7571423538;5511636.982864509
DEBKGGND00004TXW;10.01.2018;AX_Wald;Vierherrenwald;;;;;;;;;Nein;Nein;;;334976.85987023404;5487482.160944259
DEBKGGND00004TXX;10.01.2018;AX_Wald;Hundsmarkt;;;;;;;;;Nein;Nein;;;605137.8817925017;5430444.500308288
DEBKGGND00004TXY;10.01.2018;AX_Wald;Nassauer Stadtwald;;;;;;;;;Nein;Nein;;;416605.47293159977;5572692.553630836
DEBKGGND00004TXZ;10.01.2018;AX_Wald;Kîpfle;;;;;;;;;Nein;Nein;;;485815.50939171563;5401353.742590332
DEBKGGND00004TY0;10.01.2018;AX_Wald;Eichtal;;;;;;;;;Nein;Nein;;;450596.6318591808;5447466.975306407
DEBKGGND00004TY1;11.11.2019;AX_Wald;Forst Schieder;;;;;;;;;Nein;Nein;;;501043.000316014;5752904.003512634
DEBKGGND00004TY2;10.01.2018;AX_Wald;Esternholz;;;;;;;;;Nein;Nein;;;769017.7760711252;5307027.140522792
DEBKGGND00004TY3;10.01.2018;AX_Wald;Ampfinger Holz;;;;;;;;;Nein;Nein;;;755612.2043957647;5348465.779580103
DEBKGGND00004TY4;10.01.2018;AX_Wald;Willmersdorfer Heide;;;;;;;;;Nein;Nein;;;817508.6067110263;5847903.800664715
DEBKGGND00004TY5;10.01.2018;AX_Wald;Hartteile;;;;;;;;;Nein;Nein;;;619971.4082131088;5322865.676047999
DEBKGGND00004TY6;10.01.2018;AX_Wald;Hambrock;;;;;;;;;Nein;Nein;;;553833.2348532004;5866010.939421913
DEBKGGND00004TY7;10.01.2018;AX_Wald;Honecker;;;;;;;;;Nein;Nein;;;310270.99232566694;5485783.375770574
DEBKGGND00004TY8;10.01.2018;AX_Wald;Selschkenbusch;;;;;;;;;Nein;Nein;;;843002.5790101789;5704214.427197357
DEBKGGND00004TY9;10.01.2018;AX_Wald;Brandleitenholz;;;;;;;;;Nein;Nein;;;736639.3087362971;5401310.71022651
DEBKGGND00004TYA;10.01.2018;AX_Wald;Blainseeholz;;;;;;;;;Nein;Nein;;;616613.8147183728;5276356.277434672
DEBKGGND00004TYB;10.01.2018;AX_Wald;Wisoch;;;;;;;;;Nein;Nein;;;465010.107004415;5348960.295398451
DEBKGGND00004TYC;10.01.2018;AX_Wald;Ammerlohe;;;;;;;;;Nein;Nein;;;745518.5076458453;5433780.274746702
DEBKGGND00004TYD;10.01.2018;AX_Wald;Tannenspeet;;;;;;;;;Nein;Nein;;;319563.5381462269;5725990.66073524
DEBKGGND00004TYE;10.01.2018;AX_Wald;Ausraum;;;;;;;;;Nein;Nein;;;730878.1596320361;5503635.27087668
DEBKGGND00004TYF;10.01.2018;AX_Wald;Schwandener Hîlzer;;;;;;;;;Nein;Nein;;;577353.5080289043;5271276.801550779
DEBKGGND00004TYG;10.01.2018;AX_Wald;Riedenburger Wald;;;;;;;;;Nein;Nein;;;813955.7233511005;5360525.922770344
DEBKGGND00004TYH;10.01.2018;AX_Wald;Bainloh;;;;;;;;;Nein;Nein;;;622837.7772099482;5434063.741669464
DEBKGGND00004TYI;10.01.2018;AX_Wald;Tautenburger Wald;;;;;;;;;Nein;Nein;;;690529.9910459067;5651984.700196438
DEBKGGND00004TYJ;10.01.2018;AX_Wald;Rebdorfer Wald;;;;;;;;;Nein;Nein;;;656122.514747631;5415654.47081769
DEBKGGND00004TYK;10.01.2018;AX_Wald;Mayener Hinterwald;;;;;;;;;Nein;Nein;;;365788.70676691516;5579020.566899137
DEBKGGND00004TYL;10.01.2018;AX_Wald;BirkenwÑldlein;;;;;;;;;Nein;Nein;;;615905.2964706845;5434993.674762966
DEBKGGND00004TYM;10.01.2018;AX_Wald;Brîtchenwald;;;;;;;;;Nein;Nein;;;358369.3215938064;5539524.665184752
DEBKGGND00004TYN;10.01.2018;AX_Wald;Brunst;;;;;;;;;Nein;Nein;;;751998.4467877133;5500808.201223828
DEBKGGND00004TYO;10.01.2018;AX_Wald;Hammerheide;;;;;;;;;Nein;Nein;;;792447.9049781974;5780437.871727712
DEBKGGND00004TYP;10.01.2018;AX_Wald;Fienenmoor;;;;;;;;;Nein;Nein;;;417011.0854403345;5832593.427510663
DEBKGGND00004TYQ;10.01.2018;AX_Wald;Weitholz;;;;;;;;;Nein;Nein;;;781776.8594417353;5322017.259736096
DEBKGGND00004TYR;10.01.2018;AX_Wald;Hohe Tann;;;;;;;;;Nein;Nein;;;569998.6813823899;5539227.857023049
DEBKGGND00004TYS;10.01.2018;AX_Wald;Krîninger Forst;;;;;;;;;Nein;Nein;;;745761.4441298568;5381974.940233027
DEBKGGND00004TYT;10.01.2018;AX_Wald;Grauwald;;;;;;;;;Nein;Nein;;;321871.49529289105;5482054.846398787
DEBKGGND00004TYU;10.01.2018;AX_Wald;Asang;;;;;;;;;Nein;Nein;;;748947.4157071122;5374810.629445973
DEBKGGND00004TYV;10.01.2018;AX_Wald;Gereut;;;;;;;;;Nein;Nein;;;743145.4519289868;5328853.238541034
DEBKGGND00004TYW;10.01.2018;AX_Wald;Hetschenlach;;;;;;;;;Nein;Nein;;;601857.4831459082;5430337.467340014
DEBKGGND00004TYX;10.01.2018;AX_Wald;Wîlfelau;;;;;;;;;Nein;Nein;;;747853.868212203;5387252.364533818
DEBKGGND00004TYY;10.01.2018;AX_Wald;TÑnzbuck;;;;;;;;;Nein;Nein;;;593453.0024583656;5433759.089552094
DEBKGGND00004TYZ;10.01.2018;AX_Wald;Schneiderdickicht;;;;;;;;;Nein;Nein;;;758726.465523232;5403939.60036829
DEBKGGND00004TZ0;10.01.2018;AX_Wald;Rheinbîller Wald;;;;;;;;;Nein;Nein;;;402869.0765994752;5541999.830778271
DEBKGGND00004TZ1;17.04.2020;AX_Wald;Langloch;;;;;;;;;Nein;Nein;;;500610.32865742274;5464050.733348631
DEBKGGND00004TZ2;10.01.2018;AX_Wald;Ettenbeurer Wald;;;;;;;;;Nein;Nein;;;603069.032680016;5359238.448693957
DEBKGGND00004TZ3;10.01.2018;AX_Wald;Federlholz;;;;;;;;;Nein;Nein;;;657120.1067212897;5377713.298722012
DEBKGGND00004TZ4;10.01.2018;AX_Wald;Rabennest;;;;;;;;;Nein;Nein;;;598466.7114114162;5447492.190961665
DEBKGGND00004TZ5;10.01.2018;AX_Wald;Rîhmig;;;;;;;;;Nein;Nein;;;585582.9117544274;5643326.32466555
DEBKGGND00004TZ6;10.01.2018;AX_Wald;Forst Birkenfels;;;;;;;;;Nein;Nein;;;609562.6910970478;5469809.958725737
DEBKGGND00004TZ7;10.01.2018;AX_Wald;BÅrgerbusch;;;;;;;;;Nein;Nein;;;362406.2336318447;5657173.18572078
DEBKGGND00004TZ8;10.01.2018;AX_Wald;Bergener Lohe;;;;;;;;;Nein;Nein;;;654993.4704743249;5436643.640194193
DEBKGGND00004TZ9;10.01.2018;AX_Wald;Schlott;;;;;;;;;Nein;Nein;;;755422.4800316258;5467076.316383889
DEBKGGND00004TZA;10.01.2018;AX_Wald;Neckenhag;;;;;;;;;Nein;Nein;;;585001.2093192184;5480022.6924065575
DEBKGGND00004TZB;10.01.2018;AX_Wald;Itzlinger Lohe;;;;;;;;;Nein;Nein;;;712586.9169899665;5351223.732247511
DEBKGGND00004TZC;10.01.2018;AX_Wald;JungfernkÑnicht;;;;;;;;;Nein;Nein;;;902247.7289783594;5691717.9894929705
DEBKGGND00004TZD;10.01.2018;AX_Wald;Wei·enberger Holz;;;;;;;;;Nein;Nein;;;437462.76104812225;5615332.2935782205
DEBKGGND00004TZE;10.01.2018;AX_Wald;Unterschînbuch;;;;;;;;;Nein;Nein;;;776231.7815051669;5340646.115744065
